beasties01.smt2; sat, 3: "A" 6: "Q" 9: "G" 12: "G" 15: "G" 18: "G" 21: "G" 24: "G" 27: "Y" 90: "A" ,beasties01.smt2: sat ,( (define-fun sym1669 () String "G") (define-fun sym1985 () String "A") (define-fun sym1028 () String "G") (define-fun sym1896 () String "Q") (define-fun sym1453 () String "G") (define-fun sym1244 () String "G") (define-fun sym205 () String "Y") (define-fun sym547 () String "G") (define-fun sym812 () String "G") (define-fun sym161 () String "A") ) ,beasties01.smt2: sat ,(model   (define-fun L12 () String "y")   (define-fun L14 () String "g")   (define-fun L7 () String "q")   (define-fun L5 () String "g")   (define-fun L6 () String "g")   (define-fun L3 () String "g")   (define-fun L4 () String "g")   (define-fun L1 () String "a")   (define-fun L0 () String "g")   (define-fun sym161 () String "A")   (define-fun sym812 () String "G")   (define-fun sym547 () String "G")   (define-fun sym205 () String "Y")   (define-fun sym1244 () String "G")   (define-fun sym1453 () String "G")   (define-fun sym1896 () String "Q")   (define-fun sym1028 () String "G")   (define-fun sym1985 () String "A")   (define-fun sym1669 () String "G")   (define-fun RegLan!106 () RegLan Alphabet) ) ,beasties01.smt2: timeout ,
beasties02.smt2; sat, 3: "H" 6: "H" 9: "H" 12: "H" 15: "H" 18: "G" 21: "H" 24: "G" 27: "Y" 104: "A" ,beasties02.smt2: sat ,( (define-fun sym1679 () String "H") (define-fun sym2080 () String "H") (define-fun sym1249 () String "H") (define-fun sym1895 () String "H") (define-fun sym1464 () String "H") (define-fun sym1033 () String "G") (define-fun sym205 () String "Y") (define-fun sym547 () String "G") (define-fun sym812 () String "H") (define-fun sym161 () String "A") ) ,beasties02.smt2: sat ,(model   (define-fun L8 () String "g")   (define-fun L6 () String "h")   (define-fun L11 () String "h")   (define-fun L33 () String "y")   (define-fun L4 () String "h")   (define-fun L1 () String "h")   (define-fun L2 () String "g")   (define-fun L0 () String "h")   (define-fun L29 () String "h")   (define-fun sym161 () String "A")   (define-fun sym812 () String "H")   (define-fun sym547 () String "G")   (define-fun sym205 () String "Y")   (define-fun sym1033 () String "G")   (define-fun sym1464 () String "H")   (define-fun sym1895 () String "H")   (define-fun sym1249 () String "H")   (define-fun sym2080 () String "H")   (define-fun sym1679 () String "H")   (define-fun RegLan!106 () RegLan Alphabet) ) ,beasties02.smt2: timeout ,
beasties03.smt2; sat, 3: "G" 6: "G" 9: "G" 12: "G" 15: "G" 18: "G" 21: "G" 24: "G" 27: "G" 30: "L" 33: "G" 36: "G" 39: "G" 42: "G" 45: "G" 48: "H" 51: "G" 54: "L" 57: "G" 60: "G" 63: "G" 66: "G" 69: "G" 72: "G" 75: "Y" 237: "A" ,beasties03.smt2: sat ,( (define-fun sym205 () String "Y") (define-fun sym547 () String "G") (define-fun sym4639 () String "G") (define-fun sym1028 () String "G") (define-fun sym3789 () String "G") (define-fun sym4855 () String "G") (define-fun sym161 () String "A") (define-fun sym2092 () String "G") (define-fun sym812 () String "G") (define-fun sym2308 () String "H") (define-fun sym1659 () String "G") (define-fun sym1876 () String "L") (define-fun sym2943 () String "G") (define-fun sym2525 () String "G") (define-fun sym5438 () String "G") (define-fun sym3577 () String "L") (define-fun sym1234 () String "G") (define-fun sym3159 () String "G") (define-fun sym4005 () String "G") (define-fun sym2741 () String "G") (define-fun sym4423 () String "G") (define-fun sym5058 () String "G") (define-fun sym1450 () String "G") (define-fun sym3375 () String "G") (define-fun sym4221 () String "G") (define-fun sym5252 () String "G") ) ,beasties03.smt2: sat ,(model   (define-fun L27 () String "g")   (define-fun L49 () String "g")   (define-fun L17 () String "g")   (define-fun L13 () String "g")   (define-fun L9 () String "l")   (define-fun L15 () String "g")   (define-fun L7 () String "g")   (define-fun L31 () String "g")   (define-fun L53 () String "y")   (define-fun L5 () String "g")   (define-fun L21 () String "g")   (define-fun L11 () String "g")   (define-fun L3 () String "l")   (define-fun L1 () String "g")   (define-fun L16 () String "g")   (define-fun L28 () String "g")   (define-fun L18 () String "g")   (define-fun L12 () String "g")   (define-fun L14 () String "g")   (define-fun L26 () String "g")   (define-fun L8 () String "g")   (define-fun L64 () String "g")   (define-fun L6 () String "g")   (define-fun L2 () String "g")   (define-fun L0 () String "h")   (define-fun sym5252 () String "G")   (define-fun sym4221 () String "G")   (define-fun sym3375 () String "G")   (define-fun sym1450 () String "G")   (define-fun sym5058 () String "G")   (define-fun sym4423 () String "G")   (define-fun sym2741 () String "G")   (define-fun sym4005 () String "G")   (define-fun sym3159 () String "G")   (define-fun sym1234 () String "G")   (define-fun sym3577 () String "L")   (define-fun sym5438 () String "G")   (define-fun sym2525 () String "G")   (define-fun sym2943 () String "G")   (define-fun sym1876 () String "L")   (define-fun sym1659 () String "G")   (define-fun sym2308 () String "H")   (define-fun sym812 () String "G")   (define-fun sym2092 () String "G")   (define-fun sym161 () String "A")   (define-fun sym4855 () String "G")   (define-fun sym3789 () String "G")   (define-fun sym1028 () String "G")   (define-fun sym4639 () String "G")   (define-fun sym547 () String "G")   (define-fun sym205 () String "Y")   (define-fun RegLan!246 () RegLan Alphabet) ) ,beasties03.smt2: timeout ,
beasties04.smt2; sat, 3: "K" 6: "K" 9: "K" 12: "K" 15: "K" 18: "K" 21: "H" 24: "K" 27: "K" 30: "K" 33: "K" 36: "K" 39: "K" 42: "H" 45: "K" 48: "K" 51: "K" 54: "R" 57: "K" 60: "K" 63: "K" 66: "K" 69: "H" 72: "R" 75: "K" 78: "K" 81: "K" 84: "H" 87: "K" 90: "K" 93: "K" 96: "K" 99: "K" 102: "K" 105: "K" 108: "K" 111: "Y" 322: "A" ,beasties04.smt2: sat ,( (define-fun sym6582 () String "K") (define-fun sym807 () String "K") (define-fun sym7456 () String "K") (define-fun sym7830 () String "K") (define-fun sym6369 () String "K") (define-fun sym7018 () String "K") (define-fun sym205 () String "Y") (define-fun sym547 () String "K") (define-fun sym6802 () String "H") (define-fun sym1446 () String "K") (define-fun sym1865 () String "K") (define-fun sym2514 () String "K") (define-fun sym5744 () String "K") (define-fun sym4236 () String "K") (define-fun sym2078 () String "K") (define-fun sym5103 () String "K") (define-fun sym3187 () String "R") (define-fun sym1020 () String "K") (define-fun sym6170 () String "K") (define-fun sym161 () String "A") (define-fun sym4691 () String "K") (define-fun sym8013 () String "K") (define-fun sym2291 () String "H") (define-fun sym7225 () String "K") (define-fun sym7647 () String "K") (define-fun sym1659 () String "K") (define-fun sym4904 () String "K") (define-fun sym2727 () String "K") (define-fun sym5957 () String "K") (define-fun sym2940 () String "K") (define-fun sym3810 () String "K") (define-fun sym5316 () String "H") (define-fun sym3611 () String "K") (define-fun sym1233 () String "K") (define-fun sym4465 () String "R") (define-fun sym3396 () String "H") (define-fun sym5531 () String "K") (define-fun sym4023 () String "K") ) ,beasties04.smt2: sat ,(model   (define-fun L17 () String "k")   (define-fun L29 () String "k")   (define-fun L19 () String "k")   (define-fun L23 () String "k")   (define-fun L45 () String "k")   (define-fun L13 () String "h")   (define-fun L9 () String "k")   (define-fun L25 () String "k")   (define-fun L47 () String "k")   (define-fun L15 () String "r")   (define-fun L59 () String "k")   (define-fun L5 () String "k")   (define-fun L21 () String "r")   (define-fun L11 () String "k")   (define-fun L3 () String "h")   (define-fun L1 () String "k")   (define-fun L102 () String "k")   (define-fun L38 () String "k")   (define-fun L28 () String "k")   (define-fun L18 () String "k")   (define-fun L12 () String "h")   (define-fun L34 () String "k")   (define-fun L24 () String "k")   (define-fun L14 () String "y")   (define-fun L36 () String "k")   (define-fun L48 () String "k")   (define-fun L52 () String "k")   (define-fun L74 () String "k")   (define-fun L42 () String "h")   (define-fun L86 () String "k")   (define-fun L32 () String "k")   (define-fun L6 () String "k")   (define-fun L22 () String "k")   (define-fun L4 () String "k")   (define-fun L60 () String "k")   (define-fun L2 () String "k")   (define-fun L0 () String "k")   (define-fun sym4023 () String "K")   (define-fun sym5531 () String "K")   (define-fun sym3396 () String "H")   (define-fun sym4465 () String "R")   (define-fun sym1233 () String "K")   (define-fun sym3611 () String "K")   (define-fun sym5316 () String "H")   (define-fun sym3810 () String "K")   (define-fun sym2940 () String "K")   (define-fun sym5957 () String "K")   (define-fun sym2727 () String "K")   (define-fun sym4904 () String "K")   (define-fun sym1659 () String "K")   (define-fun sym7647 () String "K")   (define-fun sym7225 () String "K")   (define-fun sym2291 () String "H")   (define-fun sym8013 () String "K")   (define-fun sym4691 () String "K")   (define-fun sym161 () String "A")   (define-fun sym6170 () String "K")   (define-fun sym1020 () String "K")   (define-fun sym3187 () String "R")   (define-fun sym5103 () String "K")   (define-fun sym2078 () String "K")   (define-fun sym4236 () String "K")   (define-fun sym5744 () String "K")   (define-fun sym2514 () String "K")   (define-fun sym1865 () String "K")   (define-fun sym1446 () String "K")   (define-fun sym6802 () String "H")   (define-fun sym547 () String "K")   (define-fun sym205 () String "Y")   (define-fun sym7018 () String "K")   (define-fun sym6369 () String "K")   (define-fun sym7830 () String "K")   (define-fun sym7456 () String "K")   (define-fun sym807 () String "K")   (define-fun sym6582 () String "K")   (define-fun RegLan!342 () RegLan Alphabet) ) ,beasties04.smt2: timeout ,
beasties05.smt2; sat, 3: "R" 6: "R" 9: "R" 12: "K" 15: "K" 18: "K" 21: "H" 24: "K" 27: "R" 30: "K" 33: "K" 36: "K" 39: "R" 42: "K" 45: "K" 48: "H" 51: "K" 54: "K" 57: "K" 60: "K" 63: "K" 66: "Y" 200: "A" ,beasties05.smt2: sat ,( (define-fun sym807 () String "K") (define-fun sym205 () String "Y") (define-fun sym547 () String "K") (define-fun sym1659 () String "H") (define-fun sym3628 () String "H") (define-fun sym2757 () String "K") (define-fun sym4869 () String "R") (define-fun sym1446 () String "K") (define-fun sym3415 () String "K") (define-fun sym2986 () String "K") (define-fun sym2544 () String "K") (define-fun sym3843 () String "K") (define-fun sym2335 () String "R") (define-fun sym1882 () String "K") (define-fun sym1233 () String "K") (define-fun sym4269 () String "K") (define-fun sym3189 () String "R") (define-fun sym1020 () String "K") (define-fun sym4684 () String "R") (define-fun sym4056 () String "K") (define-fun sym161 () String "A") (define-fun sym2095 () String "K") (define-fun sym4492 () String "R") ) ,beasties05.smt2: sat ,(model   (define-fun L16 () String "k")   (define-fun L27 () String "r")   (define-fun L38 () String "k")   (define-fun L19 () String "k")   (define-fun L12 () String "k")   (define-fun L56 () String "y")   (define-fun L24 () String "r")   (define-fun L9 () String "k")   (define-fun L14 () String "k")   (define-fun L26 () String "r")   (define-fun L59 () String "k")   (define-fun L8 () String "k")   (define-fun L5 () String "k")   (define-fun L10 () String "h")   (define-fun L6 () String "k")   (define-fun L11 () String "k")   (define-fun L3 () String "r")   (define-fun L4 () String "k")   (define-fun L1 () String "k")   (define-fun L2 () String "k")   (define-fun L40 () String "r")   (define-fun L0 () String "h")   (define-fun sym4492 () String "R")   (define-fun sym2095 () String "K")   (define-fun sym161 () String "A")   (define-fun sym4056 () String "K")   (define-fun sym4684 () String "R")   (define-fun sym1020 () String "K")   (define-fun sym3189 () String "R")   (define-fun sym4269 () String "K")   (define-fun sym1233 () String "K")   (define-fun sym1882 () String "K")   (define-fun sym2335 () String "R")   (define-fun sym3843 () String "K")   (define-fun sym2544 () String "K")   (define-fun sym2986 () String "K")   (define-fun sym3415 () String "K")   (define-fun sym1446 () String "K")   (define-fun sym4869 () String "R")   (define-fun sym2757 () String "K")   (define-fun sym3628 () String "H")   (define-fun sym1659 () String "H")   (define-fun sym547 () String "K")   (define-fun sym205 () String "Y")   (define-fun sym807 () String "K")   (define-fun RegLan!214 () RegLan Alphabet) ) ,beasties05.smt2: timeout ,
beasties06.smt2; sat, 3: "G" 6: "G" 9: "G" 12: "G" 15: "G" 18: "G" 21: "G" 24: "G" 27: "Y" 86: "A" ,beasties06.smt2: sat ,( (define-fun sym1669 () String "G") (define-fun sym1028 () String "G") (define-fun sym1896 () String "G") (define-fun sym1244 () String "G") (define-fun sym1453 () String "G") (define-fun sym205 () String "Y") (define-fun sym547 () String "G") (define-fun sym812 () String "G") (define-fun sym2096 () String "G") (define-fun sym161 () String "A") ) ,beasties06.smt2: sat ,(model   (define-fun L9 () String "g")   (define-fun L7 () String "g")   (define-fun L8 () String "y")   (define-fun L5 () String "g")   (define-fun L3 () String "g")   (define-fun L1 () String "g")   (define-fun L2 () String "g")   (define-fun L16 () String "g")   (define-fun L0 () String "g")   (define-fun sym161 () String "A")   (define-fun sym2096 () String "G")   (define-fun sym812 () String "G")   (define-fun sym547 () String "G")   (define-fun sym205 () String "Y")   (define-fun sym1453 () String "G")   (define-fun sym1244 () String "G")   (define-fun sym1896 () String "G")   (define-fun sym1028 () String "G")   (define-fun sym1669 () String "G")   (define-fun RegLan!106 () RegLan Alphabet) ) ,beasties06.smt2: timeout ,
beasties07.smt2; sat, 3: "K" 6: "K" 9: "K" 12: "K" 15: "H" 18: "K" 21: "K" 24: "K" 27: "K" 30: "K" 33: "K" 36: "Y" 106: "A" ,beasties07.smt2: sat ,( (define-fun sym807 () String "K") (define-fun sym205 () String "Y") (define-fun sym547 () String "K") (define-fun sym1659 () String "K") (define-fun sym2548 () String "K") (define-fun sym1446 () String "K") (define-fun sym2751 () String "K") (define-fun sym1233 () String "K") (define-fun sym1872 () String "H") (define-fun sym2301 () String "K") (define-fun sym1020 () String "K") (define-fun sym161 () String "A") (define-fun sym2095 () String "K") ) ,beasties07.smt2: sat ,(model   (define-fun L13 () String "k")   (define-fun L9 () String "h")   (define-fun L7 () String "k")   (define-fun L21 () String "k")   (define-fun L6 () String "k")   (define-fun L11 () String "k")   (define-fun L3 () String "k")   (define-fun L1 () String "k")   (define-fun L2 () String "k")   (define-fun L27 () String "k")   (define-fun L0 () String "y")   (define-fun L18 () String "k")   (define-fun sym2095 () String "K")   (define-fun sym161 () String "A")   (define-fun sym1020 () String "K")   (define-fun sym2301 () String "K")   (define-fun sym1872 () String "H")   (define-fun sym1233 () String "K")   (define-fun sym2751 () String "K")   (define-fun sym1446 () String "K")   (define-fun sym2548 () String "K")   (define-fun sym1659 () String "K")   (define-fun sym547 () String "K")   (define-fun sym205 () String "Y")   (define-fun sym807 () String "K")   (define-fun RegLan!122 () RegLan Alphabet) ) ,beasties07.smt2: timeout ,
beasties08.smt2; sat, 3: "L" 6: "L" 9: "Y" 36: "A" ,beasties08.smt2: sat ,( (define-fun sym205 () String "Y") (define-fun sym547 () String "L") (define-fun sym748 () String "L") (define-fun sym161 () String "A") ) ,beasties08.smt2: sat ,(model   (define-fun L3 () String "y")   (define-fun L4 () String "l")   (define-fun L0 () String "l")   (define-fun sym161 () String "A")   (define-fun sym748 () String "L")   (define-fun sym547 () String "L")   (define-fun sym205 () String "Y")   (define-fun RegLan!106 () RegLan Alphabet) ) ,beasties08.smt2: timeout ,
beasties09.smt2; sat, 3: "L" 6: "L" 9: "G" 12: "G" 15: "G" 18: "H" 21: "G" 24: "G" 27: "G" 30: "L" 33: "G" 36: "G" 39: "G" 42: "H" 45: "G" 48: "G" 51: "G" 54: "L" 57: "G" 60: "G" 63: "G" 66: "G" 69: "G" 72: "G" 75: "Y" 244: "A" ,beasties09.smt2: sat ,( (define-fun sym5050 () String "G") (define-fun sym205 () String "Y") (define-fun sym547 () String "G") (define-fun sym1669 () String "G") (define-fun sym2318 () String "G") (define-fun sym1886 () String "L") (define-fun sym1028 () String "G") (define-fun sym3789 () String "G") (define-fun sym4211 () String "G") (define-fun sym5463 () String "L") (define-fun sym161 () String "A") (define-fun sym812 () String "G") (define-fun sym2726 () String "H") (define-fun sym1237 () String "G") (define-fun sym2943 () String "G") (define-fun sym4427 () String "H") (define-fun sym4844 () String "G") (define-fun sym3577 () String "L") (define-fun sym1453 () String "G") (define-fun sym2520 () String "G") (define-fun sym2102 () String "G") (define-fun sym4005 () String "G") (define-fun sym3159 () String "G") (define-fun sym4642 () String "G") (define-fun sym5257 () String "L") (define-fun sym3375 () String "G") ) ,beasties09.smt2: sat ,(model   (define-fun L27 () String "l")   (define-fun L49 () String "g")   (define-fun L17 () String "g")   (define-fun L29 () String "g")   (define-fun L19 () String "h")   (define-fun L13 () String "g")   (define-fun L35 () String "g")   (define-fun L9 () String "g")   (define-fun L37 () String "g")   (define-fun L7 () String "g")   (define-fun L31 () String "g")   (define-fun L5 () String "g")   (define-fun L3 () String "g")   (define-fun L1 () String "l")   (define-fun L12 () String "h")   (define-fun L34 () String "g")   (define-fun L14 () String "g")   (define-fun L30 () String "l")   (define-fun L74 () String "y")   (define-fun L8 () String "g")   (define-fun L32 () String "g")   (define-fun L6 () String "g")   (define-fun L4 () String "g")   (define-fun L2 () String "l")   (define-fun L0 () String "g")   (define-fun sym3375 () String "G")   (define-fun sym5257 () String "L")   (define-fun sym4642 () String "G")   (define-fun sym3159 () String "G")   (define-fun sym4005 () String "G")   (define-fun sym2102 () String "G")   (define-fun sym2520 () String "G")   (define-fun sym1453 () String "G")   (define-fun sym3577 () String "L")   (define-fun sym4844 () String "G")   (define-fun sym4427 () String "H")   (define-fun sym2943 () String "G")   (define-fun sym1237 () String "G")   (define-fun sym2726 () String "H")   (define-fun sym812 () String "G")   (define-fun sym161 () String "A")   (define-fun sym5463 () String "L")   (define-fun sym4211 () String "G")   (define-fun sym3789 () String "G")   (define-fun sym1028 () String "G")   (define-fun sym1886 () String "L")   (define-fun sym2318 () String "G")   (define-fun sym1669 () String "G")   (define-fun sym547 () String "G")   (define-fun sym205 () String "Y")   (define-fun sym5050 () String "G")   (define-fun RegLan!232 () RegLan Alphabet) ) ,beasties09.smt2: timeout ,
beasties10.smt2; sat, 3: "R" 6: "R" 9: "Y" 34: "A" ,beasties10.smt2: sat ,( (define-fun sym743 () String "R") (define-fun sym205 () String "Y") (define-fun sym547 () String "R") (define-fun sym161 () String "A") ) ,beasties10.smt2: sat ,(model   (define-fun L3 () String "r")   (define-fun L1 () String "r")   (define-fun L0 () String "y")   (define-fun sym161 () String "A")   (define-fun sym547 () String "R")   (define-fun sym205 () String "Y")   (define-fun sym743 () String "R")   (define-fun RegLan!106 () RegLan Alphabet) ) ,beasties10.smt2: timeout ,
